stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,level_id,platform_code
910GRBRN-Plat02-SB-thameslink,,Southbound Platform 2,,,,0,910GRBRN,,2
910GRCTRYRD,910GRCTRYRD,Rectory Road,,,,1,,,
910GRCTRYRD-Outside,,Outside Rectory Road,,,,3,910GRCTRYRD,,
910GRCTRYRD-1001238-Entr-2,,Entr,,51.55857,-0.06857,3,910GRCTRYRD,L#0,
910GRCTRYRD-1001238-RLY-4,,RLY,,51.55859,-0.06849,3,910GRCTRYRD,L#0,
910GRCTRYRD-1001238-RPL-N-1,,RPL-N,,51.55923,-0.0689,3,910GRCTRYRD,L#-1,
910GRCTRYRD-1001238-RPL-S-3,,RPL-S,,51.55925,-0.06878,3,910GRCTRYRD,L#-1,
910GRCTRYRD-Plat01-SB-london-overground,,Southbound Platform 1,,,,0,910GRCTRYRD,,1
910GRCTRYRD-Plat02-NB-london-overground,,Northbound Platform 2,,,,0,910GRCTRYRD,,2
910GRDNGSTN,910GRDNGSTN,Reading,,,,1,,,
910GRDNGSTN-Outside,,Outside Reading,,,,3,910GRDNGSTN,,
910GRDNGSTN-1000972-BCQ-7,,BCQ,,51.45814,-0.97166,3,910GRDNGSTN,L#0,
910GRDNGSTN-1000972-EntA-90,,EntA,,51.45852,-0.97204,3,910GRDNGSTN,L#0,
910GRDNGSTN-1000972-EntC-93,,EntC,,51.45851,-0.97204,3,910GRDNGSTN,L#0,
910GRDNGSTN-1000972-EntF-91,,EntF,,51.45812,-0.97132,3,910GRDNGSTN,L#0,
910GRDNGSTN-1000972-EntH-92,,EntH,,51.45986,-0.97204,3,910GRDNGSTN,L#0,
910GRDNGSTN-1000972-FBdg-8,,FBdg,,51.4586,-0.97158,3,910GRDNGSTN,L#1,
910GRDNGSTN-1000972-RLY15-6,,RLY15,,51.45878,-0.97185,3,910GRDNGSTN,L#0,
910GRDNGSTN-1000972-RLY46-5,,RLY46,,51.45878,-0.97186,3,910GRDNGSTN,L#0,
910GRDNGSTN-1000972-RPL1-1,,RPL1,,51.45878,-0.97185,3,910GRDNGSTN,L#0,
910GRDNGSTN-1000972-RPL12-4,,RPL12,,51.45869,-0.97172,3,910GRDNGSTN,L#0,
910GRDNGSTN-1000972-RPL46-2,,RPL46,,51.45878,-0.97186,3,910GRDNGSTN,L#0,
910GRDNGSTN-1000972-RPL8-3,,RPL8,,51.45869,-0.97172,3,910GRDNGSTN,L#0,
910GRDNGSTN-Plat14-EB-elizabeth,,Eastbound Platform 14,,,,0,910GRDNGSTN,,14
910GROMFORD,910GROMFORD,Romford,,,,1,,,
910GROMFORD-Outside,,Outside Romford,,,,3,910GROMFORD,,
910GROMFORD-1001243-Bus-1,,Bus,,51.57417,0.18381,3,910GROMFORD,L#0,
910GROMFORD-1001243-BUSL-10,,BUSL,,51.57433,0.18428,3,910GROMFORD,L#0,
910GROMFORD-1001243-COR-9,,COR,,51.5748,0.1825,3,910GROMFORD,L#1,
910GROMFORD-1001243-EntM-3,,EntM,,51.57491,0.18314,3,910GROMFORD,L#0,
910GROMFORD-1001243-EntS-8,,EntS,,51.57472,0.18316,3,910GROMFORD,L#0,
910GROMFORD-1001243-RLY-7,,RLY,,51.57488,0.18295,3,910GROMFORD,L#0,
910GROMFORD-1001243-RPL-1-2,,RPL-1,,51.57509,0.18387,3,910GROMFORD,L#2,
910GROMFORD-1001243-RPL-2-4,,RPL-2,,51.57446,0.18181,3,910GROMFORD,L#2,
910GROMFORD-1001243-RPL-3-5,,RPL-3,,51.57452,0.18179,3,910GROMFORD,L#2,
910GROMFORD-1001243-RPL-5-6,,RPL-5,,51.57458,0.18177,3,910GROMFORD,L#2,
910GROMFORD-1001243-UP-11,,UP,,51.57477,0.18344,3,910GROMFORD,L#1,
910GROMFORD-Plat01-EB-london-overground,,Eastbound Platform 1,,,,0,910GROMFORD,,1
910GROMFORD-Plat04-WB-elizabeth,,Westbound Platform 4,,,,0,910GROMFORD,,4
910GROMFORD-Plat05-EB-elizabeth,,Eastbound Platform 5,,,,0,910GROMFORD,,5
910GRTHERHI,910GRTHERHI,Rotherhithe,,,,1,,,
910GRTHERHI-Outside,,Outside Rotherhithe,,,,3,910GRTHERHI,,
910GRTHERHI-1000195-A-BRU-3,,A-BRU,,51.50075,-0.05209,3,910GRTHERHI,L#0,
910GRTHERHI-1000195-Bus-1,,Bus,,51.50076,-0.05211,3,910GRTHERHI,L#0,
910GRTHERHI-1000195-LoCon-6,,LoCon,,51.50081,-0.05202,3,910GRTHERHI,L#-1,
910GRTHERHI-1000195-RLY-4,,RLY,,51.50086,-0.05218,3,910GRTHERHI,L#0,
910GRTHERHI-1000195-RPL-N-2,,RPL-N,,51.50097,-0.05217,3,910GRTHERHI,L#-2,
910GRTHERHI-1000195-RPL-S-5,,RPL-S,,51.50099,-0.05206,3,910GRTHERHI,L#-2,
910GRTHERHI-Plat01-NB-london-overground,,Northbound Platform 1 ,,,,0,910GRTHERHI,,1
910GRTHERHI-Plat02-SB-london-overground,,Southbound Platform 2,,,,0,910GRTHERHI,,2
910GSACTON,910GSACTON,South Acton,,,,1,,,
910GSACTON-Outside,,Outside South Acton,,,,3,910GSACTON,,
910GSACTON-1001254-BRI-7,,BRI,,51.49927,-0.27049,3,910GSACTON,L#2,
910GSACTON-1001254-Bus-1,,Bus,,51.49969,-0.26934,3,910GSACTON,L#0,
910GSACTON-1001254-Entr-3,,Entr,,51.49923,-0.27035,3,910GSACTON,L#0,
910GSACTON-1001254-Entr-4,,Entr,,51.49946,-0.27058,3,910GSACTON,L#0,
910GSACTON-1001254-RLY-6,,RLY,,51.49988,-0.26969,3,910GSACTON,L#1,
910GSACTON-1001254-RPL-2,,RPL,,51.49988,-0.26969,3,910GSACTON,L#1,
910GSACTON-1001254-RPL-5,,RPL,,51.49988,-0.2697,3,910GSACTON,L#1,
910GSACTON-Plat01-WB-london-overground,,Westbound Platform 1,,,,0,910GSACTON,,1
910GSACTON-Plat02-EB-london-overground,,Eastbound Platform 2,,,,0,910GSACTON,,2
910GSBURY,910GSBURY,Southbury,,,,1,,,
910GSBURY-Outside,,Outside Southbury,,,,3,910GSBURY,,
910GSBURY-1001257-Entr-2,,Entr,,51.64887,-0.05263,3,910GSBURY,L#0,
910GSBURY-1001257-RLY-4,,RLY,,51.64872,-0.05267,3,910GSBURY,L#0,
910GSBURY-1001257-RPL-N-3,,RPL-N,,51.64818,-0.05286,3,910GSBURY,L#-2,
910GSBURY-1001257-RPL-S-1,,RPL-S,,51.64815,-0.05271,3,910GSBURY,L#-2,
910GSBURY-Plat01-SB-london-overground,,Southbound Platform 1,,,,0,910GSBURY,,1
910GSBURY-Plat02-NB-london-overground,,Northbound Platform 2 ,,,,0,910GSBURY,,2
910GSCROYDN,910GSCROYDN,South Croydon,,,,1,,,
910GSCROYDN-Outside,,Outside South Croydon,,,,3,910GSCROYDN,,
910GSCROYDN-1001258-Bus-1,,Bus,,51.36428,-0.09537,3,910GSCROYDN,L#0,
910GSCROYDN-1001258-Ent1-6,,Ent1,,51.36283,-0.09378,3,910GSCROYDN,L#0,
910GSCROYDN-1001258-EntM-5,,EntM,,51.36276,-0.09382,3,910GSCROYDN,L#0,
910GSCROYDN-1001258-RLY-8,,RLY,,51.36291,-0.09377,3,910GSCROYDN,L#0,
910GSCROYDN-1001258-RPL1-2,,RPL1,,51.36267,-0.09367,3,910GSCROYDN,L#0,
910GSCROYDN-1001258-RPL2-3,,RPL2,,51.36276,-0.09367,3,910GSCROYDN,L#0,
910GSCROYDN-1001258-RPL3-4,,RPL3,,51.36285,-0.09365,3,910GSCROYDN,L#0,
910GSCROYDN-1001258-UP-7,,UP,,51.363,-0.09366,3,910GSCROYDN,L#-1,
910GSCROYDN-Plat03-NB-thameslink,,Northbound Platform 3,,,,0,910GSCROYDN,,3
910GSCROYDN-Plat05-SB-thameslink,,Southbound Platform 5,,,,0,910GSCROYDN,,5
910GSHENFLD,910GSHENFLD,Shenfield,,,,1,,,
910GSHENFLD-Outside,,Outside Shenfield,,,,3,910GSHENFLD,,
910GSHENFLD-1006448-Entr-90,,Entr,,51.63087,0.32937,3,910GSHENFLD,L#0,
910GSHENFLD-1006448-RLY-3,,RLY,,51.63088,0.32985,3,910GSHENFLD,L#0,
910GSHENFLD-1006448-RPL-1-1,,RPL-1,,51.63088,0.32985,3,910GSHENFLD,L#1,
910GSHENFLD-1006448-RPL-3-2,,RPL-3,,51.63086,0.32986,3,910GSHENFLD,L#1,
910GSHENFLD-1006448-RPL-5-4,,RPL-5,,51.63086,0.32986,3,910GSHENFLD,L#1,
910GSHENFLD-1006448-UP-5,,UP,,51.63078,0.32999,3,910GSHENFLD,L#0,
910GSHENFLD-Plat05-WB-elizabeth,,Westbound Platform 5,,,,0,910GSHENFLD,,5
910GSHENFLD-Plat06-WB-elizabeth,,Westbound Platform 6,,,,0,910GSHENFLD,,6
910GSHLIER,910GSHLIER,St Helier (London),,,,1,,,
910GSHLIER-Outside,,Outside St Helier (London),,,,3,910GSHLIER,,
910GSHLIER-1001267-Bus-1,,Bus,,51.3895,-0.19683,3,910GSHLIER,L#0,
910GSHLIER-1001267-Entr-3,,Entr,,51.39016,-0.19827,3,910GSHLIER,L#0,
910GSHLIER-1001267-RPL-2,,RPL,,51.38998,-0.19855,3,910GSHLIER,L#1,
910GSHLIER-Plat01-NB-thameslink,,Northbound Platform 1,,,,0,910GSHLIER,,1
910GSHLIER-Plat02-SB-thameslink,,Southbound Platform 2,,,,0,910GSHLIER,,2
910GSHMPSTD,910GSHMPSTD,South Hampstead,,,,1,,,
910GSHMPSTD-Outside,,Outside South Hampstead,,,,3,910GSHMPSTD,,
910GSHMPSTD-1001260-Entr-2,,Entr,,51.54147,-0.17937,3,910GSHMPSTD,L#0,
910GSHMPSTD-1001260-RLY-4,,RLY,,51.54153,-0.17906,3,910GSHMPSTD,L#0,
910GSHMPSTD-1001260-RPL-N-1,,RPL-N,,51.54159,-0.17851,3,910GSHMPSTD,L#-1,
910GSHMPSTD-1001260-RPL-S-3,,RPL-S,,51.54166,-0.17854,3,910GSHMPSTD,L#-1,
910GSHMPSTD-Plat01-SB-london-overground,,Southbound Platform 1 ,,,,0,910GSHMPSTD,,1
910GSHMPSTD-Plat02-NB-london-overground,,Northbound Platform 2 ,,,,0,910GSHMPSTD,,2
910GSHRDHST,910GSHRDHST,Shoreditch High Street,,,,1,,,
910GSHRDHST-Outside,,Outside Shoreditch High Street,,,,3,910GSHRDHST,,
910GSHRDHST-1001571-BusB-5,,BusB,,51.52408,-0.07964,3,910GSHRDHST,L#0,
910GSHRDHST-1001571-BusEF-6,,BusEF,,51.52202,-0.07813,3,910GSHRDHST,L#0,
910GSHRDHST-1001571-BusK-3,,BusK,,51.52367,-0.07603,3,910GSHRDHST,L#0,
910GSHRDHST-1001571-BusL-4,,BusL,,51.52432,-0.07718,3,910GSHRDHST,L#0,
910GSHRDHST-1001571-BusS-7,,BusS,,51.521,-0.0752,3,910GSHRDHST,L#0,
910GSHRDHST-1001571-Entr-1,,Entr,,51.52348,-0.07543,3,910GSHRDHST,L#0,
910GSHRDHST-1001571-Mezza-70,,Mezza,,51.52348,-0.07589,3,910GSHRDHST,L#1,
910GSHRDHST-1001571-RLY-9,,RLY,,51.52348,-0.07565,3,910GSHRDHST,L#0,
910GSHRDHST-1001571-RPL-N-2,,RPL-N,,51.52345,-0.07637,3,910GSHRDHST,L#2,
910GSHRDHST-1001571-RPL-S-8,,RPL-S,,51.52354,-0.07633,3,910GSHRDHST,L#2,
910GSHRDHST-Plat01-NB-london-overground,,Northbound Platform 1,,,,0,910GSHRDHST,,1
910GSHRDHST-Plat02-SB-london-overground,,Southbound Platform 2,,,,0,910GSHRDHST,,2
910GSHRTLND,910GSHRTLND,Shortlands,,,,1,,,
910GSHRTLND-Outside,,Outside Shortlands,,,,3,910GSHRTLND,,
910GSHRTLND-1001248-Bus-1,,Bus,,51.40518,0.00088,3,910GSHRTLND,L#0,
910GSHRTLND-1001248-EntCC-5,,EntCC,,51.40608,0.00211,3,910GSHRTLND,L#0,
910GSHRTLND-1001248-EntCD-6,,EntCD,,51.40619,0.00199,3,910GSHRTLND,L#0,
910GSHRTLND-1001248-RLY-4,,RLY,,51.40614,0.00204,3,910GSHRTLND,L#0,
910GSHRTLND-1001248-RPL1-2,,RPL1,,51.40596,0.00211,3,910GSHRTLND,L#1,
910GSHRTLND-1001248-RPL2-3,,RPL2,,51.4059,0.00193,3,910GSHRTLND,L#1,
910GSHRTLND-1001248-UP-7,,UP,,51.40604,0.00187,3,910GSHRTLND,L#0,
910GSHRTLND-Plat01-NB-thameslink,,Northbound Platform 1,,,,0,910GSHRTLND,,1
910GSHRTLND-Plat02-SB-thameslink,,Southbound Platform 2,,,,0,910GSHRTLND,,2
910GSIVRST,910GSIVRST,Silver Street,,,,1,,,
910GSIVRST-Outside,,Outside Silver Street,,,,3,910GSIVRST,,
910GSIVRST-1001250-ANGEL-2,,ANGEL,,51.61474,-0.06719,3,910GSIVRST,L#0,
910GSIVRST-1001250-RLY-4,,RLY,,51.61524,-0.06704,3,910GSIVRST,L#0,
910GSIVRST-1001250-RPL-N-1,,RPL-N,,51.61565,-0.0669,3,910GSIVRST,L#1,
910GSIVRST-1001250-RPL-S-3,,RPL-S,,51.6156,-0.06671,3,910GSIVRST,L#1,
910GSIVRST-Plat01-SB-london-overground,,Southbound Platform 1,,,,0,910GSIVRST,,1
910GSIVRST-Plat02-NB-london-overground,,Northbound Platform 2 ,,,,0,910GSIVRST,,2
910GSLADEGN,910GSLADEGN,Slade Green,,,,1,,,
910GSLADEGN-Outside,,Outside Slade Green,,,,3,910GSLADEGN,,
910GSLADEGN-1001252-EntC-5,,EntC,,51.46769,0.1905,3,910GSLADEGN,L#0,
910GSLADEGN-1001252-EntrF-3,,EntrF,,51.46738,0.19102,3,910GSLADEGN,L#0,
910GSLADEGN-1001252-EntrH-4,,EntrH,,51.46727,0.19037,3,910GSLADEGN,L#0,
910GSLADEGN-1001252-FBdg-6,,FBdg,,51.46743,0.19065,3,910GSLADEGN,L#1,
910GSLADEGN-1001252-RLY-8,,RLY,,51.46761,0.19054,3,910GSLADEGN,L#0,
910GSLADEGN-1001252-RPL1-1,,RPL1,,51.46795,0.18992,3,910GSLADEGN,L#0,
910GSLADEGN-1001252-RPL2-2,,RPL2,,51.46803,0.1902,3,910GSLADEGN,L#0,
910GSLADEGN-1001252-UP-7,,UP,,51.4682,0.18983,3,910GSLADEGN,L#-1,
910GSLADEGN-Plat01-WB-thameslink,,Westbound Platform 1,,,,0,910GSLADEGN,,1
910GSLADEGN-Plat02-EB-thameslink,,Eastbound Platform 2,,,,0,910GSLADEGN,,2
910GSLOUGH,910GSLOUGH,Slough,,,,1,,,
910GSLOUGH-Outside,,Outside Slough,,,,3,910GSLOUGH,,
910GSLOUGH-1000951-EntB-90,,EntB,,51.5118,-0.59158,3,910GSLOUGH,L#0,
910GSLOUGH-1000951-EntC-92,,EntC,,51.51233,-0.59066,3,910GSLOUGH,L#0,
910GSLOUGH-1000951-EntT-91,,EntT,,51.5124,-0.5916,3,910GSLOUGH,L#0,
910GSLOUGH-1000951-FBdg-5,,FBdg,,51.51182,-0.59137,3,910GSLOUGH,L#1,
910GSLOUGH-1000951-RLY-4,,RLY,,51.51188,-0.59151,3,910GSLOUGH,L#0,
910GSLOUGH-1000951-RPL1-1,,RPL1,,51.51188,-0.59151,3,910GSLOUGH,L#0,
910GSLOUGH-1000951-RPL2-2,,RPL2,,51.51188,-0.59151,3,910GSLOUGH,L#0,
910GSLOUGH-1000951-RPL3-3,,RPL3,,51.51182,-0.59137,3,910GSLOUGH,L#0,
910GSLOUGH-Plat02-WB-elizabeth,,Westbound Platform 4,,,,0,910GSLOUGH,,2
910GSLOUGH-Plat03-EB-elizabeth,,Eastbound Platform 5,,,,0,910GSLOUGH,,3
910GSLOUGH-Plat04-WB-elizabeth,,Westbound Platform 4,,,,0,910GSLOUGH,,4
910GSLOUGH-Plat05-EB-elizabeth,,Eastbound Platform 5,,,,0,910GSLOUGH,,5
910GSMERTON,910GSMERTON,South Merton,,,,1,,,
910GSMERTON-Outside,,Outside South Merton,,,,3,910GSMERTON,,
910GSMERTON-1001262-Bus-1,,Bus,,51.40277,-0.20568,3,910GSMERTON,L#0,
910GSMERTON-1001262-Entr-3,,Entr,,51.40272,-0.20494,3,910GSMERTON,L#0,
910GSMERTON-1001262-RPL-2,,RPL,,51.40292,-0.2049,3,910GSMERTON,L#1,
910GSMERTON-Plat01-NB-thameslink,,Northbound Platform 1,,,,0,910GSMERTON,,1
910GSMERTON-Plat02-SB-thameslink,,Southbound Platform 2,,,,0,910GSMERTON,,2
910GSTHALL,910GSTHALL,Southall,,,,1,,,
910GSTHALL-Outside,,Outside Southall,,,,3,910GSTHALL,,
910GSTHALL-1001255-Bus-1,,Bus,,51.50579,-0.37879,3,910GSTHALL,L#0,
910GSTHALL-1001255-Entr-3,,Entr,,51.50586,-0.37874,3,910GSTHALL,L#0,
910GSTHALL-1001255-FB-6,,FB,,51.50586,-0.37874,3,910GSTHALL,L#0,
910GSTHALL-1001255-RPL1-2,,RPL1,,51.50599,-0.37754,3,910GSTHALL,L#-1,
910GSTHALL-1001255-RPL23-4,,RPL23,,51.50611,-0.37757,3,910GSTHALL,L#-1,
910GSTHALL-1001255-RPL4-5,,RPL4,,51.50622,-0.37761,3,910GSTHALL,L#-1,
910GSTHALL-Plat01-WB-elizabeth,,Westbound Platform 1,,,,0,910GSTHALL,,1
910GSTHALL-Plat02-EB-elizabeth,,Eastbound Platform 2,,,,0,910GSTHALL,,2
910GSTHALL-Plat03-WB-elizabeth,,Westbound Platform 3,,,,0,910GSTHALL,,3
910GSTHALL-Plat04-EB-elizabeth,,Eastbound Platform 4,,,,0,910GSTHALL,,4
910GSTJMSST,910GSTJMSST,St James Street,,,,1,,,
910GSTJMSST-Outside,,Outside St James Street,,,,3,910GSTJMSST,,
910GSTJMSST-1001268-Bus-1,,Bus,,51.58084,-0.03311,3,910GSTJMSST,L#0,
910GSTJMSST-1001268-Entr-3,,Entr,,51.58106,-0.03316,3,910GSTJMSST,L#0,
910GSTJMSST-1001268-RLY-5,,RLY,,51.58109,-0.0329,3,910GSTJMSST,L#1,
910GSTJMSST-1001268-RPL-N-2,,RPL-N,,51.58123,-0.03219,3,910GSTJMSST,L#2,
910GSTJMSST-1001268-RPL-S-4,,RPL-S,,51.58114,-0.03212,3,910GSTJMSST,L#2,
910GSTJMSST-Plat01-SB-london-overground,,Southbound Platform 1,,,,0,910GSTJMSST,,1
910GSTJMSST-Plat02-NB-london-overground,,Northbound Platform 2 ,,,,0,910GSTJMSST,,2
910GSTKNWNG,910GSTKNWNG,Stoke Newington,,,,1,,,
910GSTKNWNG-Outside,,Outside Stoke Newington,,,,3,910GSTKNWNG,,
910GSTKNWNG-1001273-Bus-1,,Bus,,51.56474,-0.07307,3,910GSTKNWNG,L#0,
910GSTKNWNG-1001273-BUSYZ-4,,BUSYZ,,51.56444,-0.07146,3,910GSTKNWNG,L#0,
910GSTKNWNG-1001273-Entr-3,,Entr,,51.56532,-0.07311,3,910GSTKNWNG,L#0,
910GSTKNWNG-1001273-RLY-6,,RLY,,51.56523,-0.07292,3,910GSTKNWNG,L#0,
910GSTKNWNG-1001273-RPL-N-2,,RPL-N,,51.56496,-0.07262,3,910GSTKNWNG,L#-1,
910GSTKNWNG-1001273-RPL-S-5,,RPL-S,,51.56502,-0.07255,3,910GSTKNWNG,L#-1,
910GSTKNWNG-Plat01-SB-london-overground,,Southbound Platform 1,,,,0,910GSTKNWNG,,1
910GSTKNWNG-Plat02-NB-london-overground,,Northbound Platform 2,,,,0,910GSTKNWNG,,2
910GSTMFDHL,910GSTMFDHL,Stamford Hill,,,,1,,,
910GSTMFDHL-Outside,,Outside Stamford Hill,,,,3,910GSTMFDHL,,
910GSTMFDHL-1001265-Bus-1,,Bus,,51.57446,-0.07752,3,910GSTMFDHL,L#0,
910GSTMFDHL-1001265-Entr-3,,Entr,,51.57444,-0.07673,3,910GSTMFDHL,L#0,
910GSTMFDHL-1001265-RLY-5,,RLY,,51.57455,-0.07663,3,910GSTMFDHL,L#0,
910GSTMFDHL-1001265-RPL-N-2,,RPL-N,,51.57509,-0.07622,3,910GSTMFDHL,L#-1,
910GSTMFDHL-1001265-RPL-S-4,,RPL-S,,51.57502,-0.07605,3,910GSTMFDHL,L#-1,
910GSTMFDHL-Plat01-SB-london-overground,,Southbound Platform 1 ,,,,0,910GSTMFDHL,,1
910GSTMFDHL-Plat02-NB-london-overground,,Northbound Platform 2,,,,0,910GSTMFDHL,,2
910GSTMRYC,910GSTMRYC,St Mary Cray,,,,1,,,
910GSTMRYC-Outside,,Outside St Mary Cray,,,,3,910GSTMRYC,,
910GSTMRYC-1001271-Bus-1,,Bus,,51.39571,0.10715,3,910GSTMRYC,L#0,
910GSTMRYC-1001271-Entr-90,,Entr,,51.39533,0.10726,3,910GSTMRYC,L#0,
910GSTMRYC-1001271-FBdg-4,,FBdg,,51.39488,0.10627,3,910GSTMRYC,L#1,
910GSTMRYC-1001271-RLY-5,,RLY,,51.3949,0.10721,3,910GSTMRYC,L#0,
910GSTMRYC-1001271-RPL12-3,,RPL12,,51.39469,0.10681,3,910GSTMRYC,L#-1,
910GSTMRYC-1001271-RPL34-2,,RPL34,,51.39491,0.10698,3,910GSTMRYC,L#-1,
910GSTMRYC-Plat01-WB-thameslink,,Westbound Platform 1,,,,0,910GSTMRYC,,1
910GSTMRYC-Plat02-EB-thameslink,,Eastbound Platform 2,,,,0,910GSTMRYC,,2
910GSTOTNHM,910GSTOTNHM,South Tottenham,,,,1,,,
910GSTOTNHM-Outside,,Outside South Tottenham,,,,3,910GSTOTNHM,,
910GSTOTNHM-1001264-Bus-1,,Bus,,51.58056,-0.07263,3,910GSTOTNHM,L#0,
910GSTOTNHM-1001264-Entr-3,,Entr,,51.58044,-0.07272,3,910GSTOTNHM,L#0,
910GSTOTNHM-1001264-RLY-6,,RLY,,51.58048,-0.07253,3,910GSTOTNHM,L#0,
910GSTOTNHM-1001264-RPL-E-2,,RPL-E,,51.58065,-0.07148,3,910GSTOTNHM,L#1,
910GSTOTNHM-1001264-RPL-W-4,,RPL-W,,51.58058,-0.07149,3,910GSTOTNHM,L#1,
910GSTOTNHM-1001264-SUB-5,,SUB,,51.58047,-0.07229,3,910GSTOTNHM,L#0,
910GSTOTNHM-Plat01-WB-london-overground,,Westbound Platform 1,,,,0,910GSTOTNHM,,1
910GSTOTNHM-Plat02-EB-london-overground,,Eastbound Platform 2,,,,0,910GSTOTNHM,,2
910GSTRETHM,910GSTRETHM,Streatham,,,,1,,,
910GSTRETHM-Outside,,Outside Streatham,,,,3,910GSTRETHM,,
910GSTRETHM-1001279-Bus-1,,Bus,,51.42562,-0.13065,3,910GSTRETHM,L#0,
910GSTRETHM-1001279-EntF-6,,EntF,,51.42628,-0.12916,3,910GSTRETHM,L#0,
910GSTRETHM-1001279-EntM-5,,EntM,,51.42616,-0.13112,3,910GSTRETHM,L#1,
910GSTRETHM-1001279-RLY-4,,RLY,,51.42608,-0.13148,3,910GSTRETHM,L#0,
910GSTRETHM-1001279-RPL N-3,,RPL N,,51.42601,-0.13194,3,910GSTRETHM,L#0,
910GSTRETHM-1001279-RPL S-2,,RPL S,,51.4257,-0.13148,3,910GSTRETHM,L#0,
910GSTRETHM-Plat01-SB-thameslink,,Southbound Platform 1,,,,0,910GSTRETHM,,1
910GSTRETHM-Plat02-NB-thameslink,,Northbound Platform 2,,,,0,910GSTRETHM,,2
910GSURREYQ,910GSURREYQ,Surrey Quays,,,,1,,,
910GSURREYQ-Outside,,Outside Surrey Quays,,,,3,910GSURREYQ,,
910GSURREYQ-1000229-A-LOW-4,,A-LOW,,51.49354,-0.04795,3,910GSURREYQ,L#0,
910GSURREYQ-1000229-A-ROT-5,,A-ROT,,51.49345,-0.04818,3,910GSURREYQ,L#-1,
910GSURREYQ-1000229-BusAO-1,,BusAO,,51.4927,-0.04806,3,910GSURREYQ,L#-1,
910GSURREYQ-1000229-BusL-7,,BusL,,51.49341,-0.04614,3,910GSURREYQ,L#0,
910GSURREYQ-1000229-RLY-6,,RLY,,51.49346,-0.04808,3,910GSURREYQ,L#0,
910GSURREYQ-1000229-RPL-N-2,,RPL-N,,51.49332,-0.04786,3,910GSURREYQ,L#-1,
910GSURREYQ-1000229-RPL-S-3,,RPL-S,,51.49333,-0.04779,3,910GSURREYQ,L#-1,
910GSURREYQ-Plat01-NB-london-overground,,Northbound Platform 1,,,,0,910GSURREYQ,,1
910GSURREYQ-Plat02-SB-london-overground,,Southbound Platform 2,,,,0,910GSURREYQ,,2
910GSUTTON,910GSUTTON,Sutton,,,,1,,,
910GSUTTON-Outside,,Outside Sutton,,,,3,910GSUTTON,,
910GSUTTON-1001286-Bus H-1,,Bus H,,51.35955,-0.19142,3,910GSUTTON,L#0,
910GSUTTON-1001286-Bus Q-5,,Bus Q,,51.35898,-0.19072,3,910GSUTTON,L#0,
910GSUTTON-1001286-EntH-8,,EntH,,51.35972,-0.19043,3,910GSUTTON,L#1,
910GSUTTON-1001286-EntM-7,,EntM,,51.35961,-0.19133,3,910GSUTTON,L#1,
910GSUTTON-1001286-EntQ-6,,EntQ,,51.35947,-0.19033,3,910GSUTTON,L#-1,
910GSUTTON-1001286-FBdg-9,,FBdg,,51.35963,-0.19029,3,910GSUTTON,L#1,
910GSUTTON-1001286-RLY-3,,RLY,,51.35972,-0.19043,3,910GSUTTON,L#0,
910GSUTTON-1001286-RPL-E-10,,RPL-E,,51.35953,-0.19015,3,910GSUTTON,L#0,
910GSUTTON-1001286-RPL-N-11,,RPL-N,,51.35953,-0.19015,3,910GSUTTON,L#0,
910GSUTTON-1001286-RPL-S-4,,RPL-S,,51.35968,-0.1904,3,910GSUTTON,L#0,
910GSUTTON-1001286-RPL-W-2,,RPL-W,,51.35985,-0.19061,3,910GSUTTON,L#0,
910GSUTTON-Plat01-EB-thameslink,,Eastbound Platform 1,,,,0,910GSUTTON,,1
910GSUTTON-Plat02-WB-thameslink,,Westbound Platform 2,,,,0,910GSUTTON,,2
910GSUTTONC,910GSUTTONC,Sutton Common,,,,1,,,
910GSUTTONC-Outside,,Outside Sutton Common,,,,3,910GSUTTONC,,
910GSUTTONC-1019461-Bus-1,,Bus,,51.37505,-0.19668,3,910GSUTTONC,L#1,
910GSUTTONC-1019461-Entr-3,,Entr,,51.37496,-0.19654,3,910GSUTTONC,L#1,
910GSUTTONC-1019461-RPL-2,,RPL,,51.37496,-0.19654,3,910GSUTTONC,L#0,
910GSUTTONC-Plat01-NB-thameslink,,Northbound Platform 1,,,,0,910GSUTTONC,,1
910GSUTTONC-Plat02-SB-thameslink,,Southbound Platform 2,,,,0,910GSUTTONC,,2
910GSVNKNGS,910GSVNKNGS,Seven Kings,,,,1,,,
910GSVNKNGS-Outside,,Outside Seven Kings,,,,3,910GSVNKNGS,,
910GSVNKNGS-1001246-Bus-1,,Bus,,51.56445,0.09872,3,910GSVNKNGS,L#0,
910GSVNKNGS-1001246-EntC-8,,EntC,,51.56373,0.09722,3,910GSVNKNGS,L#-1,
910GSVNKNGS-1001246-EntS-3,,EntS,,51.56401,0.09719,3,910GSVNKNGS,L#0,
910GSVNKNGS-1001246-FBdg-7,,FBdg,,51.56383,0.09708,3,910GSVNKNGS,L#0,
910GSVNKNGS-1001246-RLY-6,,RLY,,51.56398,0.0969,3,910GSVNKNGS,L#0,
910GSVNKNGS-1001246-RPL1-2,,RPL1,,51.56391,0.09621,3,910GSVNKNGS,L#-1,
