UniqueId,StationUniqueId,AreaName,AreaId,Level,Lat,Lon,FriendlyName
910GUPRHLWY-1001302-RPL-W-4,910GUPRHLWY,RPL-W,4,-1,51.56315,-0.13028,RPL-W
910GWAPPING-1000251-A-WAP-4,910GWAPPING,A-WAP,4,0,51.50438,-0.05599,A-WAP
910GWAPPING-1000251-Bus-1,910GWAPPING,Bus,1,0,51.50479,-0.05564,Bus
910GWAPPING-1000251-LoCon-6,910GWAPPING,LoCon,6,-1,51.50457,-0.0561,LoCon
910GWAPPING-1000251-RLY-5,910GWAPPING,RLY,5,0,51.50429,-0.05585,RLY
910GWAPPING-1000251-RPL-N-2,910GWAPPING,RPL-N,2,-2,51.50471,-0.05629,RPL-N
910GWAPPING-1000251-RPL-S-3,910GWAPPING,RPL-S,3,-2,51.50474,-0.05616,RPL-S
910GWATFDHS-1001316-Entr-3,910GWATFDHS,Entr,3,0,51.65256,-0.39141,Entr
910GWATFDHS-1001316-RLY-4,910GWATFDHS,RLY,4,0,51.65255,-0.39161,RLY
910GWATFDHS-1001316-RPL-2,910GWATFDHS,RPL,2,1,51.65178,-0.39259,RPL
910GWCOMBEP-1001323-Bus-1,910GWCOMBEP,Bus,1,0,51.48323,0.01976,Bus
910GWCOMBEP-1001323-EntH-6,910GWCOMBEP,EntH,6,0,51.48451,0.01845,EntH
910GWCOMBEP-1001323-EntS-5,910GWCOMBEP,EntS,5,0,51.48412,0.01861,EntS
910GWCOMBEP-1001323-RLY-4,910GWCOMBEP,RLY,4,0,51.48431,0.01856,RLY
910GWCOMBEP-1001323-RPL E-3,910GWCOMBEP,RPL E,3,0,51.48444,0.01894,RPL E
910GWCOMBEP-1001323-RPL W-2,910GWCOMBEP,RPL W,2,0,51.48428,0.019,RPL W
910GWCOMBEP-1001323-UP-7,910GWCOMBEP,UP,7,-1,51.48429,0.01808,UP
910GWDGRNPK-1001341-Bus-1,910GWDGRNPK,Bus,1,0,51.54919,0.04342,Bus
910GWDGRNPK-1001341-RLY-5,910GWDGRNPK,RLY,5,0,51.54926,0.04442,RLY
910GWDGRNPK-1001341-ROMFO-3,910GWDGRNPK,ROMFO,3,0,51.5494,0.044,ROMFO
910GWDGRNPK-1001341-RPL-N-2,910GWDGRNPK,RPL-N,2,-1,51.54918,0.04455,RPL-N
910GWDGRNPK-1001341-RPL-S-4,910GWDGRNPK,RPL-S,4,-1,51.54927,0.04461,RPL-S
910GWDRYTON-1001325-Bus-1,910GWDRYTON,Bus,1,0,51.51019,-0.47318,Bus
910GWDRYTON-1001325-FB-5,910GWDRYTON,FB,5,2,51.50983,-0.47182,FB
910GWDRYTON-1001325-RPL1-2,910GWDRYTON,RPL1,2,1,51.50983,-0.47217,RPL1
910GWDRYTON-1001325-RPL2-8,910GWDRYTON,RPL2,8,1,51.50984,-0.47208,RPL2
910GWDRYTON-1001325-RPL3-9,910GWDRYTON,RPL3,9,1,51.50987,-0.47215,RPL3
910GWDRYTON-1001325-STATI-3,910GWDRYTON,STATI,3,0,51.51007,-0.47219,STATI
910GWDRYTON-1001325-SUB-6,910GWDRYTON,SUB,6,-1,51.50986,-0.47221,SUB
910GWDRYTON-1001325-TH-7,910GWDRYTON,TH,7,0,51.50986,-0.47221,TH
910GWDRYTON-1001325-WARW-4,910GWDRYTON,WARW,4,0,51.50962,-0.47238,WARW
910GWDST-1001343-Bus-1,910GWDST,Bus,1,0,51.58669,-0.00273,Bus
910GWDST-1001343-Entr-3,910GWDST,Entr,3,0,51.58645,-0.00261,Entr
910GWDST-1001343-RLY-5,910GWDST,RLY,5,0,51.58658,-0.00241,RLY
910GWDST-1001343-RPL-N-2,910GWDST,RPL-N,2,1,51.58695,-0.0022,RPL-N
910GWDST-1001343-RPL-S-4,910GWDST,RPL-S,4,1,51.58688,-0.00207,RPL-S
910GWEALING-1001327-Bus-1,910GWEALING,Bus,1,0,51.51417,-0.32047,Bus
910GWEALING-1001327-DRAYT-3,910GWEALING,DRAYT,3,0,51.51358,-0.31994,DRAYT
910GWEALING-1001327-RPL1-2,910GWEALING,RPL1,2,-1,51.51341,-0.32231,RPL1
910GWEALING-1001327-RPL2-4,910GWEALING,RPL2,4,-1,51.51346,-0.32233,RPL2
910GWHHRTLA-1001335-Bus-1,910GWHHRTLA,Bus,1,0,51.6053,-0.06878,Bus
910GWHHRTLA-1001335-BusS-4,910GWHHRTLA,BusS,4,0,51.6059,-0.06821,BusS
910GWHHRTLA-1001335-Entr-3,910GWHHRTLA,Entr,3,0,51.60533,-0.071,Entr
910GWHHRTLA-1001335-RLY-6,910GWHHRTLA,RLY,6,0,51.60515,-0.07107,RLY
910GWHHRTLA-1001335-RPL-N-2,910GWHHRTLA,RPL-N,2,1,51.6048,-0.07115,RPL-N
910GWHHRTLA-1001335-RPL-S-5,910GWHHRTLA,RPL-S,5,1,51.6048,-0.071,RPL-S
910GWHMDSTD-1000321-ENTBR-6,910GWHMDSTD,ENTBR,6,0,51.54747,-0.19116,ENTBR
910GWHMDSTD-1000321-RLY-1,910GWHMDSTD,RLY,1,0,51.54743,-0.19145,RLY
910GWHMDSTD-1000321-RPL-E-5,910GWHMDSTD,RPL-E,5,-1,51.54731,-0.192,RPL-E
910GWHMDSTD-1000321-RPL-W-2,910GWHMDSTD,RPL-W,2,-1,51.54725,-0.19196,RPL-W
910GWHMPSTM-1001330-Bus-3,910GWHMPSTM,Bus,3,0,51.54846,-0.19107,Bus
910GWHMPSTM-1001330-EntB-2,910GWHMPSTM,EntB,2,0,51.54874,-0.19183,EntB
910GWHMPSTM-1001330-EntI-6,910GWHMPSTM,EntI,6,0,51.54803,-0.19239,EntI
910GWHMPSTM-1001330-EntW-7,910GWHMPSTM,EntW,7,0,51.54803,-0.19187,EntW
910GWHMPSTM-1001330-FB B-8,910GWHMPSTM,FB B,8,0,51.54842,-0.19148,FB B
910GWHMPSTM-1001330-FB I-9,910GWHMPSTM,FB I,9,0,51.54846,-0.19244,FB I
910GWHMPSTM-1001330-RLY-10,910GWHMPSTM,RLY,10,0,51.54823,-0.19242,RLY
910GWHMPSTM-1001330-RPL1-1,910GWHMPSTM,RPL1,1,-1,51.54863,-0.19223,RPL1
910GWHMPSTM-1001330-RPL2-4,910GWHMPSTM,RPL2,4,-1,51.54851,-0.19224,RPL2
910GWHMPSTM-1001330-RPL3-5,910GWHMPSTM,RPL3,5,-1,51.54838,-0.19224,RPL3
910GWIMLCHS-1001339-Bus-1,910GWIMLCHS,Bus,1,0,51.40936,-0.21335,Bus
910GWIMLCHS-1001339-Entr-3,910GWIMLCHS,Entr,3,0,51.40923,-0.21406,Entr
910GWIMLCHS-1001339-RPL-2,910GWIMLCHS,RPL,2,1,51.40965,-0.21447,RPL
910GWLTHQRD-1001308-Entr-2,910GWLTHQRD,Entr,2,0,51.58148,-0.02411,Entr
910GWLTHQRD-1001308-RLY-4,910GWLTHQRD,RLY,4,0,51.58151,-0.024,RLY
910GWLTHQRD-1001308-RPL-N-1,910GWLTHQRD,RPL-N,1,-1,51.58168,-0.02416,RPL-N
910GWLTHQRD-1001308-RPL-S-3,910GWLTHQRD,RPL-S,3,-1,51.58173,-0.02407,RPL-S
910GWNDSWRD-1001310-Bdge-7,910GWNDSWRD,Bdge,7,2,51.47,-0.13846,Bdge
910GWNDSWRD-1001310-Bus-1,910GWNDSWRD,Bus,1,0,51.47014,-0.13966,Bus
910GWNDSWRD-1001310-BUSZZ-4,910GWNDSWRD,BUSZZ,4,0,51.47071,-0.13818,BUSZZ
910GWNDSWRD-1001310-Entr-3,910GWNDSWRD,Entr,3,0,51.47043,-0.13841,Entr
910GWNDSWRD-1001310-RLY-5,910GWNDSWRD,RLY,5,1,51.46982,-0.13828,RLY
910GWNDSWRD-1001310-RPL-2,910GWNDSWRD,RPL,2,1,51.46982,-0.13828,RPL
910GWNDSWRD-1001310-RPL-6,910GWNDSWRD,RPL,6,1,51.4698,-0.13825,RPL
910GWNSTDPK-1001312-Bus-1,910GWNSTDPK,Bus,1,0,51.55141,0.02529,Bus
910GWNSTDPK-1001312-Entr-3,910GWNSTDPK,Entr,3,0,51.55191,0.02523,Entr
910GWNSTDPK-1001312-RLY-5,910GWNSTDPK,RLY,5,0,51.55179,0.02532,RLY
910GWNSTDPK-1001312-RPL-E-2,910GWNSTDPK,RPL-E,2,1,51.55183,0.02596,RPL-E
910GWNSTDPK-1001312-RPL-W-4,910GWNSTDPK,RPL-W,4,1,51.55174,0.02588,RPL-W
910GWOLWXR-1002162-BH-3,910GWOLWXR,BH,3,0,51.49207,0.07069,BH
910GWOLWXR-1002162-Bus-6,910GWOLWXR,Bus,6,0,51.49111,0.07106,Bus
910GWOLWXR-1002162-EL EB-1,910GWOLWXR,EL EB,1,-1,51.49217,0.07059,EL EB
910GWOLWXR-1002162-EL WB-4,910GWOLWXR,EL WB,4,-1,51.49202,0.0705,EL WB
910GWOLWXR-1002162-Ent-2,910GWOLWXR,Ent,2,0,51.49186,0.07041,Ent
910GWOLWXR-1002162-RLY-5,910GWOLWXR,RLY,5,0,51.49211,0.07043,RLY
910GWSUTTON-1001333-BUS-3,910GWSUTTON,BUS,3,0,51.36623,-0.20553,BUS
910GWSUTTON-1001333-Entr-2,910GWSUTTON,Entr,2,0,51.3658,-0.20558,Entr
910GWSUTTON-1001333-RPL-1,910GWSUTTON,RPL,1,1,51.36609,-0.20473,RPL
940GZZALGWP-1020079-MET-2,940GZZALGWP,MET,2,1,51.49986,0.00799,MET
940GZZALGWP-1020079-PLT-3,940GZZALGWP,PLT,3,1,51.49987,0.00801,PLT
940GZZALGWP-1020079-TMU-1,940GZZALGWP,TMU,1,0,51.49984,0.00798,TMU
940GZZALRDK-1020078-Bus-4,940GZZALRDK,Bus,4,0,51.50809,0.01787,Bus
940GZZALRDK-1020078-MET-2,940GZZALRDK,MET,2,1,51.50755,0.0177,MET
940GZZALRDK-1020078-PLT-3,940GZZALRDK,PLT,3,1,51.50753,0.01765,PLT
940GZZALRDK-1020078-TMU-1,940GZZALRDK,TMU,1,0,51.50773,0.01772,TMU
940GZZBPSUST-1002195-BH-2,940GZZBPSUST,BH,2,0,51.47993,-0.14214,BH
940GZZBPSUST-1002195-Bus-6,940GZZBPSUST,Bus,6,0,51.47991,-0.14216,Bus
940GZZBPSUST-1002195-Ent-1,940GZZBPSUST,Ent,1,0,51.47975,-0.14238,Ent
940GZZBPSUST-1002195-Lan-3,940GZZBPSUST,Lan,3,-1,51.4802,-0.14137,Lan
940GZZBPSUST-1002195-P1-4,940GZZBPSUST,P1,4,-2,51.48017,-0.14117,P1
940GZZBPSUST-1002195-P2-5,940GZZBPSUST,P2,5,-2,51.48017,-0.14117,P2
940GZZCRADD-1002002-Bus-1,940GZZCRADD,Bus,1,0,51.38015,-0.07336,Bus
940GZZCRADD-1002002-ENTN-3,940GZZCRADD,ENTN,3,0,51.38021,-0.07304,ENTN
940GZZCRADD-1002002-ENTS-4,940GZZCRADD,ENTS,4,0,51.37948,-0.07307,ENTS
940GZZCRADD-1002002-Tram-2,940GZZCRADD,Tram,2,0,51.37975,-0.07306,Tram
940GZZCRADV-1002001-ENT-1,940GZZCRADV,ENT,1,0,51.35649,-0.0324,ENT
940GZZCRADV-1002001-Tram-2,940GZZCRADV,Tram,2,0,51.35644,-0.03247,Tram
940GZZCRAMP-1002004-ENTE-1,940GZZCRAMP,ENTE,1,0,51.38214,-0.12344,ENTE
940GZZCRAMP-1002004-ENTW-3,940GZZCRAMP,ENTW,3,0,51.38222,-0.12386,ENTW
940GZZCRAMP-1002004-Tram-2,940GZZCRAMP,Tram,2,0,51.38225,-0.12365,Tram
940GZZCRARA-1002005-Bus-1,940GZZCRARA,Bus,1,0,51.38933,-0.05653,Bus
940GZZCRARA-1002005-ENTE-3,940GZZCRARA,ENTE,3,0,51.38961,-0.05626,ENTE
940GZZCRARA-1002005-ENTW-4,940GZZCRARA,ENTW,4,0,51.39132,-0.05943,ENTW
940GZZCRARA-1002005-Tram-2,940GZZCRARA,Tram,2,0,51.39123,-0.05872,Tram
940GZZCRAVE-1002006-ENT-1,940GZZCRAVE,ENT,1,0,51.40689,-0.04888,ENT
940GZZCRAVE-1002006-TRAM-2,940GZZCRAVE,TRAM,2,0,51.4068,-0.04948,TRAM
940GZZCRBED-1002013-Bus-1,940GZZCRBED,Bus,1,0,51.38811,-0.14108,Bus
940GZZCRBED-1002013-ENT-3,940GZZCRBED,ENT,3,0,51.38914,-0.14175,ENT
940GZZCRBED-1002013-Tram-2,940GZZCRBED,Tram,2,0,51.3893,-0.14241,Tram
940GZZCRBGV-1002014-BUS-1,940GZZCRBGV,BUS,1,0,51.39934,-0.17952,BUS
940GZZCRBGV-1002014-ENTN-3,940GZZCRBGV,ENTN,3,0,51.4011,-0.17774,ENTN
940GZZCRBGV-1002014-ENTS-4,940GZZCRBGV,ENTS,4,0,51.40077,-0.17859,ENTS
940GZZCRBGV-1002014-TRAM-2,940GZZCRBGV,TRAM,2,0,51.40096,-0.17807,TRAM
940GZZCRBLA-1002017-Bus-1,940GZZCRBLA,Bus,1,0,51.38568,-0.07174,Bus
940GZZCRBLA-1002017-ENT-3,940GZZCRBLA,ENT,3,0,51.38462,-0.0708,ENT
940GZZCRBLA-1002017-Tram-2,940GZZCRBLA,Tram,2,0,51.38475,-0.07056,Tram
940GZZCRBRD-1002010-Bus-1,940GZZCRBRD,Bus,1,0,51.40936,-0.04363,Bus
940GZZCRBRD-1002010-ENT-3,940GZZCRBRD,ENT,3,0,51.40934,-0.04336,ENT
940GZZCRBRD-1002010-Tram-2,940GZZCRBRD,Tram,2,0,51.40945,-0.04302,Tram
940GZZCRCEN-1002040-ENT-2,940GZZCRCEN,ENT,2,0,51.37398,-0.09875,ENT
940GZZCRCEN-1002040-Tram-1,940GZZCRCEN,Tram,1,0,51.37381,-0.09877,Tram
940GZZCRCHR-1002023-Bus-1,940GZZCRCHR,Bus,1,0,51.37401,-0.10508,Bus
940GZZCRCHR-1002023-ENT-3,940GZZCRCHR,ENT,3,0,51.37389,-0.1048,ENT
940GZZCRCHR-1002023-Tram-2,940GZZCRCHR,Tram,2,0,51.3739,-0.1049,Tram
940GZZCRCOO-1002024-Bus-1,940GZZCRCOO,Bus,1,0,51.35936,-0.05547,Bus
940GZZCRCOO-1002024-CLB-3,940GZZCRCOO,CLB,3,0,51.35955,-0.05953,CLB
940GZZCRCOO-1002024-ENTN-4,940GZZCRCOO,ENTN,4,0,51.35987,-0.05862,ENTN
940GZZCRCOO-1002024-ENTS-5,940GZZCRCOO,ENTS,5,0,51.35955,-0.05923,ENTS
940GZZCRCOO-1002024-Tram-2,940GZZCRCOO,Tram,2,0,51.35964,-0.05919,Tram
940GZZCRCTR-1002042-Bus-1,940GZZCRCTR,Bus,1,0,51.37586,-0.10377,Bus
940GZZCRCTR-1002042-ENT-3,940GZZCRCTR,ENT,3,0,51.37593,-0.10361,ENT
940GZZCRCTR-1002042-Tram-2,940GZZCRCTR,Tram,2,0,51.37601,-0.10355,Tram
940GZZCRDDR-1002031-ENT-1,940GZZCRDDR,ENT,1,0,51.41743,-0.20751,ENT
940GZZCRDDR-1002031-Tram-2,940GZZCRDDR,Tram,2,0,51.41755,-0.20768,Tram
940GZZCRFLD-1002038-Bus-1,940GZZCRFLD,Bus,1,0,51.3509,-0.02393,Bus
940GZZCRFLD-1002038-ENT-3,940GZZCRFLD,ENT,3,0,51.3513,-0.02425,ENT
940GZZCRFLD-1002038-Tram-2,940GZZCRFLD,Tram,2,0,51.35161,-0.02471,Tram
940GZZCRGRA-1002041-Bus1-1,940GZZCRGRA,Bus1,1,0,51.35279,-0.03751,Bus1
940GZZCRGRA-1002041-Bus2-3,940GZZCRGRA,Bus2,3,0,51.35475,-0.04291,Bus2
940GZZCRGRA-1002041-ENT-4,940GZZCRGRA,ENT,4,0,51.35467,-0.04235,ENT
940GZZCRGRA-1002041-Tram-2,940GZZCRGRA,Tram,2,0,51.35459,-0.04305,Tram
940GZZCRHAR-1002045-ENT-1,940GZZCRHAR,ENT,1,0,51.39944,-0.06038,ENT
940GZZCRHAR-1002045-Tram-2,940GZZCRHAR,Tram,2,0,51.39951,-0.06038,Tram
940GZZCRKGH-1002050-Bus-1,940GZZCRKGH,Bus,1,0,51.34558,-0.02053,Bus
940GZZCRKGH-1002050-ENTN-3,940GZZCRKGH,ENTN,3,0,51.34614,-0.02085,ENTN
940GZZCRKGH-1002050-ENTS-4,940GZZCRKGH,ENTS,4,0,51.34508,-0.01998,ENTS
940GZZCRKGH-1002050-Tram-2,940GZZCRKGH,Tram,2,0,51.34558,-0.02053,Tram
940GZZCRLEB-1002052-Bus-1,940GZZCRLEB,Bus,1,0,51.37518,-0.08469,Bus
940GZZCRLEB-1002052-ENT-3,940GZZCRLEB,ENT,3,0,51.3752,-0.085,ENT
940GZZCRLEB-1002052-Tram-2,940GZZCRLEB,Tram,2,0,51.37507,-0.08442,Tram
940GZZCRLOY-1002055-Bus-1,940GZZCRLOY,Bus,1,0,51.36424,-0.08178,Bus
940GZZCRLOY-1002055-ENT-3,940GZZCRLOY,ENT,3,0,51.36417,-0.08232,ENT
940GZZCRLOY-1002055-Tram-2,940GZZCRLOY,Tram,2,0,51.36425,-0.08226,Tram
940GZZCRMCH-1002058-Bus-1,940GZZCRMCH,Bus,1,0,51.3974,-0.17289,Bus
940GZZCRMCH-1002058-ENT-3,940GZZCRMCH,ENT,3,0,51.39778,-0.17258,ENT
940GZZCRMCH-1002058-Tram-2,940GZZCRMCH,Tram,2,0,51.39762,-0.17249,Tram
940GZZCRMDN-1002060-Bus-1,940GZZCRMDN,Bus,1,0,51.40929,-0.19239,Bus
940GZZCRMDN-1002060-ENT-3,940GZZCRMDN,ENT,3,0,51.40876,-0.19247,ENT
940GZZCRMDN-1002060-Tram-2,940GZZCRMDN,Tram,2,0,51.40872,-0.19258,Tram
940GZZCRMTP-1002057-Bus-1,940GZZCRMTP,Bus,1,0,51.4148,-0.20143,Bus
940GZZCRMTP-1002057-ENT-3,940GZZCRMTP,ENT,3,0,51.41436,-0.20214,ENT
940GZZCRMTP-1002057-Tram-2,940GZZCRMTP,Tram,2,0,51.41389,-0.2015,Tram
940GZZCRNWA-1002062-Bus-1,940GZZCRNWA,Bus,1,0,51.34313,-0.01781,Bus
940GZZCRNWA-1002062-ENT-3,940GZZCRNWA,ENT,3,0,51.34313,-0.01755,ENT
940GZZCRNWA-1002062-Tram-2,940GZZCRNWA,Tram,2,0,51.34313,-0.01781,Tram
940GZZCRPHI-1002063-BUS-1,940GZZCRPHI,BUS,1,0,51.40423,-0.18225,BUS
940GZZCRPHI-1002063-ENT-2,940GZZCRPHI,ENT,2,0,51.40398,-0.18164,ENT
940GZZCRPHI-1002063-Tram-3,940GZZCRPHI,Tram,3,0,51.40338,-0.18231,Tram
940GZZCRRVC-1002068-ENT-1,940GZZCRRVC,ENT,1,0,51.37474,-0.10624,ENT
940GZZCRRVC-1002068-Tram-2,940GZZCRRVC,Tram,2,0,51.37491,-0.10632,Tram
940GZZCRSAN-1002072-Bus-1,940GZZCRSAN,Bus,1,0,51.37516,-0.07891,Bus
940GZZCRSAN-1002072-ENT-3,940GZZCRSAN,ENT,3,0,51.37516,-0.07923,ENT
940GZZCRSAN-1002072-Tram-2,940GZZCRSAN,Tram,2,0,51.375,-0.07803,Tram
940GZZCRTPA-1002075-Bus-1,940GZZCRTPA,Bus,1,0,51.38597,-0.13089,Bus
940GZZCRTPA-1002075-ENTN-3,940GZZCRTPA,ENTN,3,0,51.38561,-0.12855,ENTN
940GZZCRTPA-1002075-ENTS-4,940GZZCRTPA,ENTS,4,0,51.38546,-0.12911,ENTS
940GZZCRTPA-1002075-MET-2,940GZZCRTPA,MET,2,0,51.38553,-0.12858,MET
940GZZCRWAD-1002078-BUS-1,940GZZCRWAD,BUS,1,0,51.37668,-0.11835,BUS
940GZZCRWAD-1002078-ENTE-4,940GZZCRWAD,ENTE,4,0,51.37789,-0.1188,ENTE
940GZZCRWAD-1002078-ENTW-3,940GZZCRWAD,ENTW,3,0,51.37747,-0.11869,ENTW
940GZZCRWAD-1002078-Tram-2,940GZZCRWAD,Tram,2,0,51.37763,-0.11873,Tram
940GZZCRWAN-1002079-ENT-2,940GZZCRWAN,ENT,2,0,51.37316,-0.1131,ENT
940GZZCRWAN-1002079-Tram-1,940GZZCRWAN,Tram,1,0,51.3734,-0.11328,Tram
940GZZCRWEL-1002081-ENT-2,940GZZCRWEL,ENT,2,0,51.37537,-0.09755,ENT
940GZZCRWEL-1002081-Tram-1,940GZZCRWEL,Tram,1,0,51.37542,-0.09752,Tram
940GZZCRWOD-1002086-BUSN-3,940GZZCRWOD,BUSN,3,0,51.38825,-0.06484,BUSN
940GZZCRWOD-1002086-BUSS-1,940GZZCRWOD,BUSS,1,0,51.38702,-0.06419,BUSS
940GZZCRWOD-1002086-ENT-4,940GZZCRWOD,ENT,4,0,51.38732,-0.06458,ENT
940GZZCRWOD-1002086-Tram-2,940GZZCRWOD,Tram,2,0,51.38705,-0.06518,Tram
940GZZDLABR-1003006-ABBEY-1,940GZZDLABR,ABBEY,1,1,51.53209,0.00383,ABBEY
940GZZDLABR-1003006-B+R-6,940GZZDLABR,B+R,6,0,51.53269,0.00365,B+R
940GZZDLABR-1003006-BAKER-4,940GZZDLABR,BAKER,4,0,51.5327,0.0037,BAKER
940GZZDLABR-1003006-BOOKH-2,940GZZDLABR,BOOKH,2,1,51.53228,0.00362,BOOKH
940GZZDLABR-1003006-BUS-7,940GZZDLABR,BUS,7,0,51.53223,0.00418,BUS
940GZZDLABR-1003006-DLRN-3,940GZZDLABR,DLRN,3,0,51.53241,0.00347,DLRN
940GZZDLABR-1003006-DLRS-5,940GZZDLABR,DLRS,5,0,51.53224,0.00359,DLRS
940GZZDLALL-1002003-BUS-3,940GZZDLALL,BUS,3,0,51.5112,-0.01311,BUS
940GZZDLALL-1002003-CONC-5,940GZZDLALL,CONC,5,0,51.51102,-0.01282,CONC
940GZZDLALL-1002003-DLR-N-2,940GZZDLALL,DLR-N,2,-1,51.51068,-0.01302,DLR-N
940GZZDLALL-1002003-DLR-S-4,940GZZDLALL,DLR-S,4,-1,51.51102,-0.01282,DLR-S
940GZZDLALL-1002003-EAST-1,940GZZDLALL,EAST,1,0,51.51113,-0.01291,EAST
940GZZDLBEC-1002011-Bus-3,940GZZDLBEC,Bus,3,0,51.51474,0.06065,Bus
940GZZDLBEC-1002011-CONC-4,940GZZDLBEC,CONC,4,0,51.51432,0.06083,CONC
940GZZDLBEC-1002011-DLR-2,940GZZDLBEC,DLR,2,1,51.5144,0.06112,DLR
940GZZDLBEC-1002011-WOOLW-1,940GZZDLBEC,WOOLW,1,0,51.51432,0.06064,WOOLW
940GZZDLBLA-1002018-Bus-3,940GZZDLBLA,Bus,3,0,51.50827,-0.00713,Bus
940GZZDLBLA-1002018-DITCH-1,940GZZDLBLA,DITCH,1,0,51.50807,-0.00697,DITCH
940GZZDLBLA-1002018-DLR-E-2,940GZZDLBLA,DLR-E,2,1,51.50798,-0.00664,DLR-E
940GZZDLBLA-1002018-DLR-W-4,940GZZDLBLA,DLR-W,4,1,51.50793,-0.00654,DLR-W
940GZZDLBLA-1002018-MET-5,940GZZDLBLA,MET,5,0,51.50793,-0.00654,MET
940GZZDLBOW-1002019-BOWRD-3,940GZZDLBOW,BOWRD,3,0,51.52781,-0.02094,BOWRD
940GZZDLBOW-1002019-Bus-1,940GZZDLBOW,Bus,1,0,51.52786,-0.02097,Bus
940GZZDLBOW-1002019-DLR-N-2,940GZZDLBOW,DLR-N,2,-1,51.52767,-0.02086,DLR-N
940GZZDLBOW-1002019-DLR-S-4,940GZZDLBOW,DLR-S,4,-1,51.5277,-0.02083,DLR-S
940GZZDLBOW-1002019-MET-5,940GZZDLBOW,MET,5,0,51.5277,-0.02083,MET
940GZZDLBPK-1002012-BRDGE-5,940GZZDLBPK,BRDGE,5,0,51.50871,0.0549,BRDGE
940GZZDLBPK-1002012-Bus-3,940GZZDLBPK,Bus,3,0,51.50931,0.05503,Bus
940GZZDLBPK-1002012-DLR-E-2,940GZZDLBPK,DLR-E,2,-1,51.5088,0.05498,DLR-E
940GZZDLBPK-1002012-DLR-W-4,940GZZDLBPK,DLR-W,4,-1,51.50871,0.05487,DLR-W
940GZZDLBPK-1002012-STRAI-1,940GZZDLBPK,STRAI,1,0,51.50927,0.05485,STRAI
940GZZDLCLA-1002025-Bus-3,940GZZDLCLA,Bus,3,0,51.49592,-0.01414,Bus
940GZZDLCLA-1002025-CONCA-6,940GZZDLCLA,CONCA,6,0,51.49542,-0.01469,CONCA
940GZZDLCLA-1002025-CONCB-7,940GZZDLCLA,CONCB,7,1,51.49527,-0.0146,CONCB
940GZZDLCLA-1002025-CROB-5,940GZZDLCLA,CROB,5,0,51.49537,-0.01442,CROB
940GZZDLCLA-1002025-CROSA-1,940GZZDLCLA,CROSA,1,0,51.49603,-0.0142,CROSA
940GZZDLCLA-1002025-DLR_S-4,940GZZDLCLA,DLR_S,4,2,51.49537,-0.01442,DLR_S
940GZZDLCLA-1002025-DLR-N-2,940GZZDLCLA,DLR-N,2,2,51.4958,-0.01453,DLR-N
940GZZDLCYP-1002028-BRDGE-6,940GZZDLCYP,BRDGE,6,0,51.50845,0.06391,BRDGE
940GZZDLCYP-1002028-Bus-3,940GZZDLCYP,Bus,3,0,51.50916,0.06488,Bus
940GZZDLCYP-1002028-DLR-E-2,940GZZDLCYP,DLR-E,2,-1,51.5085,0.06397,DLR-E
940GZZDLCYP-1002028-DLR-W-5,940GZZDLCYP,DLR-W,5,-1,51.50846,0.06391,DLR-W
940GZZDLCYP-1002028-STRAI-1,940GZZDLCYP,STRAI,1,0,51.50882,0.06357,STRAI
940GZZDLCYP-1002028-UNIVE-4,940GZZDLCYP,UNIVE,4,0,51.5076,0.06393,UNIVE
940GZZDLDEP-1002029-BCQ-6,940GZZDLDEP,BCQ,6,0,51.47441,-0.02279,BCQ
940GZZDLDEP-1002029-BusNP-5,940GZZDLDEP,BusNP,5,0,51.47552,-0.02335,BusNP
940GZZDLDEP-1002029-BusST-1,940GZZDLDEP,BusST,1,0,51.4745,-0.02304,BusST
940GZZDLDEP-1002029-C-8,940GZZDLDEP,C,8,0,51.47422,-0.02229,C
940GZZDLDEP-1002029-DEP-N-3,940GZZDLDEP,DEP-N,3,0,51.47445,-0.02246,DEP-N
940GZZDLDEP-1002029-DEP-S-4,940GZZDLDEP,DEP-S,4,0,51.47429,-0.02261,DEP-S
940GZZDLDEP-1002029-DLR-N-7,940GZZDLDEP,DLR-N,7,1,51.47428,-0.02246,DLR-N
940GZZDLDEP-1002029-DLR-S-2,940GZZDLDEP,DLR-S,2,-1,51.47431,-0.02258,DLR-S
940GZZDLDEV-1002030-CONC-5,940GZZDLDEV,CONC,5,-1,51.52259,-0.01737,CONC
940GZZDLDEV-1002030-CSB-3,940GZZDLDEV,CSB,3,0,51.52264,-0.01854,CSB
940GZZDLDEV-1002030-DEVON-1,940GZZDLDEV,DEVON,1,0,51.52268,-0.01748,DEVON
940GZZDLDEV-1002030-DLR-N-2,940GZZDLDEV,DLR-N,2,-2,51.52236,-0.01721,DLR-N
940GZZDLDEV-1002030-DLR-S-4,940GZZDLDEV,DLR-S,4,-2,51.52259,-0.01737,DLR-S
940GZZDLDEV-1002030-DRB-6,940GZZDLDEV,DRB,6,0,51.52289,-0.01628,DRB
940GZZDLEIN-1002033-ASPEN-1,940GZZDLEIN,ASPEN,1,0,51.51001,-0.00335,ASPEN
940GZZDLEIN-1002033-BLACK-5,940GZZDLEIN,BLACK,5,0,51.50949,-0.00167,BLACK
940GZZDLEIN-1002033-BookH-4,940GZZDLEIN,BookH,4,1,51.50956,-0.0023,BookH
